CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7639257,685613,4700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7640473,682478,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7643237,685454,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7645122,684289,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7645266,684907,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7645343,698749,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7646655,682041,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7646866,682770,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7648132,693400,3402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7648976,684117,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7650289,686955,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7652202,696581,3200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7664665,700227,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7665086,687821,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7665890,667793,501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7677082,676571,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7683307,679050,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/9/16,7690432,681693,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7627750,708607,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7633688,709609,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7639793,685924,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7640296,684438,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7643229,680810,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7648045,684603,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7648337,700486,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7654521,684108,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7654658,697367,3100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7661068,674407,802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7668133,663842,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7669605,687661,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7674252,664175,8902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7680923,675539,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7685286,694162,9501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7686694,675680,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7689698,673719,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7690069,676203,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/10/16,7693476,672058,9803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7642541,706605,3801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7642599,679364,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7645419,684173,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7646856,692243,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7648459,683945,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7648756,696352,3301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7650777,667029,100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7662985,684979,1801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7663334,695772,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7663867,686509,2802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7665886,662822,8800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7667229,667780,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7669631,667948,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7670116,674902,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7679877,683208,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7680623,675159,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7681167,681887,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7687026,673929,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/11/16,7690177,680923,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7638489,667405,6702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7642103,680702,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7643713,717537,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7644034,715918,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7645139,684309,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7647155,700419,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7650320,687621,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7650622,697355,3301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7652142,681937,1201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7653958,674244,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7657280,682593,1900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7658926,677380,1400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7663831,695516,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7666105,665093,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7668959,669697,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7669593,692133,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7675737,694536,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7680146,688125,9400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7688361,681824,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/12/16,7693481,671730,9803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7626669,713310,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7642094,718512,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7644697,685688,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7649647,683072,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7650078,680196,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7654573,688363,2502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7668079,663669,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7679701,667719,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/13/16,7688430,676293,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7640477,681854,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7640671,685222,4900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7644573,683377,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7649152,683868,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7654189,680135,1201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7661385,685845,2702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7663334,695772,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7666818,692543,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7683188,673980,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/14/16,7684193,666073,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7640599,703792,3902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7642766,679228,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7647348,690566,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7648592,688330,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7648925,705440,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7655098,674273,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7665611,674295,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/15/16,7672941,667418,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7620480,690023,7000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7625581,714390,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7640311,706982,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7645574,684396,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7668302,674191,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7674722,683002,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7685139,673111,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7689697,682778,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7690360,687805,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7690664,676798,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7693209,671833,9804
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/16/16,7693887,678475,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7650843,711786,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7650856,685926,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7661475,662716,8800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7668994,670063,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7670262,676075,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7675832,673595,8302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7677840,676644,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/17/16,7687053,681792,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7640148,684406,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7644022,682732,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7647596,678748,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7650325,683391,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7677387,684833,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7678347,687765,8002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7679606,669252,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/18/16,7688314,680564,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7622588,707685,4200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7626999,655919,6501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7638511,663691,6602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7642274,679263,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7643076,684389,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7643430,684075,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7644753,678806,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7645129,683993,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7648722,703178,3701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7662715,669726,402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7666145,663100,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7667464,688151,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7669196,685980,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7671340,666414,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7679811,684683,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7681203,666503,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7689360,682875,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7690390,676503,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/19/16,7692706,671137,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7637200,688735,4700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7651125,688755,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7652082,682815,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7653891,674544,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7665082,691920,2901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7669821,683530,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7670790,695207,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7671510,686302,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7671717,668797,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7675158,682538,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7677240,683140,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7678557,683249,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/20/16,7679811,684683,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7631212,707050,4002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7636447,666866,6602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7639897,686408,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7640953,680094,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7642053,686895,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7648962,683534,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7652285,684290,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7652374,697285,3200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7665262,665255,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7669647,690191,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/21/16,7678837,671286,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7624094,709457,4200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7631628,708136,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7639560,721012,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7641414,681672,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7645419,684173,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7645927,703929,3701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7646644,687575,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7649618,694486,3302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7653837,696119,3100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7669946,677835,1602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7670181,672701,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/22/16,7690177,680923,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7629629,710860,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7644474,683137,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7650194,699336,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7650690,677434,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7654414,674252,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7666048,675487,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7667359,672551,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7668545,673119,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7676536,699063,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7683756,666696,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/23/16,7693511,680316,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7630637,659759,6501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7634513,708328,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7645136,684567,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7645419,684173,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7648511,688316,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7650564,699483,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7663471,685143,1801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7679585,679269,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7680128,672650,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7681527,673548,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7681639,673966,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7688820,672958,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7690432,681693,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7690446,672511,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7691162,676343,9804
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/24/16,7693290,671721,9803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7639856,684585,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7642580,716780,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7649303,687235,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7651255,672477,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7651377,699803,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7656643,687813,1900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7665735,664198,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7668608,662000,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7669033,668847,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7670267,665325,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7675310,695517,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7679381,676384,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7680555,684538,9302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7682089,669507,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7689651,682780,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/25/16,7691797,676200,9804
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7640477,681854,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7640503,665227,6602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7643580,705398,3801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7644202,683689,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7644436,684448,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7645096,686524,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7648300,693302,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7651370,701344,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7653340,688343,2502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7656867,691312,2600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7657280,682593,1900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7661063,665585,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7679223,695524,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7679356,673601,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7680020,679421,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7690255,676379,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/26/16,7693248,672088,9803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/27/16,7627183,708956,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/27/16,7642623,687246,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,11/27/16,7643158,686389,5100
